transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000128729,2024-06-20 21:51:40,P2P,Grocery,1216,SUCCESS,18-25,36-45,Maharashtra,ICICI,SBI,Android,4G,0,21,Thursday,0
TXN0000245402,2024-01-29 19:28:34,P2M,Fuel,717,SUCCESS,26-35,26-35,West Bengal,SBI,ICICI,Android,4G,0,19,Monday,0
TXN0000175412,2024-06-27 12:32:25,Bill Payment,Food,354,SUCCESS,36-45,26-35,Telangana,HDFC,Axis,Android,4G,0,12,Thursday,0
TXN0000247011,2024-04-06 18:57:36,P2P,Grocery,484,SUCCESS,18-25,26-35,Andhra Pradesh,HDFC,IndusInd,iOS,5G,0,18,Saturday,1
TXN0000108437,2024-08-28 11:56:37,P2P,Fuel,826,SUCCESS,18-25,36-45,Maharashtra,Kotak,PNB,Android,4G,0,11,Wednesday,0
TXN0000214646,2024-06-07 18:36:46,P2P,Grocery,1507,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,HDFC,Android,5G,0,18,Friday,0
TXN0000024389,2024-05-28 13:17:03,P2P,Other,676,SUCCESS,36-45,26-35,Maharashtra,PNB,Axis,iOS,4G,0,13,Tuesday,0
TXN0000028997,2024-05-15 00:19:59,P2M,Entertainment,235,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,ICICI,iOS,5G,0,0,Wednesday,0
TXN0000107511,2024-07-05 10:02:14,Bill Payment,Food,536,SUCCESS,46-55,18-25,Karnataka,Kotak,IndusInd,Android,4G,0,10,Friday,0
TXN0000025960,2024-10-29 21:22:02,P2P,Other,142,SUCCESS,26-35,26-35,Rajasthan,ICICI,IndusInd,iOS,4G,0,21,Tuesday,0
TXN0000113450,2024-03-17 11:04:55,Bill Payment,Transport,80,SUCCESS,36-45,36-45,Tamil Nadu,SBI,Kotak,Android,4G,0,11,Sunday,1
TXN0000074962,2024-09-20 20:03:00,P2P,Grocery,253,SUCCESS,18-25,26-35,Uttar Pradesh,ICICI,SBI,Android,5G,0,20,Friday,0
TXN0000016693,2024-03-03 13:40:03,Bill Payment,Other,2256,FAILED,18-25,18-25,Uttar Pradesh,ICICI,SBI,Android,4G,0,13,Sunday,1
TXN0000091875,2024-04-12 19:00:10,P2P,Utilities,267,SUCCESS,18-25,36-45,Karnataka,SBI,SBI,Android,WiFi,0,19,Friday,0
TXN0000229516,2024-04-24 16:58:16,P2M,Healthcare,310,SUCCESS,26-35,26-35,Delhi,Yes Bank,Kotak,Android,4G,0,16,Wednesday,0
TXN0000174399,2024-02-15 21:51:13,Bill Payment,Utilities,3720,SUCCESS,18-25,46-55,Karnataka,PNB,Kotak,Android,5G,0,21,Thursday,0
TXN0000105528,2024-02-28 20:58:14,Recharge,Education,1898,SUCCESS,18-25,46-55,Maharashtra,HDFC,SBI,Android,4G,0,20,Wednesday,0
TXN0000226092,2024-04-17 10:53:08,P2M,Grocery,436,SUCCESS,46-55,36-45,Tamil Nadu,ICICI,Axis,Android,4G,0,10,Wednesday,0
TXN0000239463,2024-09-26 21:45:29,Recharge,Fuel,1613,SUCCESS,18-25,26-35,Maharashtra,HDFC,Yes Bank,iOS,3G,0,21,Thursday,0
TXN0000210493,2024-06-25 17:22:48,P2M,Education,3256,SUCCESS,26-35,36-45,Karnataka,Axis,SBI,Android,WiFi,0,17,Tuesday,0
TXN0000110171,2024-07-11 18:40:28,Recharge,Fuel,488,SUCCESS,26-35,26-35,Gujarat,HDFC,IndusInd,Web,4G,0,18,Thursday,0
TXN0000157985,2024-06-19 13:30:06,P2M,Shopping,8075,FAILED,26-35,36-45,Delhi,PNB,SBI,Android,4G,0,13,Wednesday,0
TXN0000116809,2024-07-30 16:22:57,P2M,Food,133,SUCCESS,36-45,26-35,Rajasthan,PNB,HDFC,Android,5G,0,16,Tuesday,0
TXN0000016734,2024-02-15 15:44:21,P2P,Other,646,SUCCESS,46-55,26-35,Andhra Pradesh,HDFC,PNB,Android,4G,0,15,Thursday,0
TXN0000073040,2024-05-10 20:33:12,P2M,Grocery,390,SUCCESS,18-25,36-45,West Bengal,Kotak,HDFC,Android,WiFi,0,20,Friday,0
TXN0000224085,2024-06-02 15:10:10,P2M,Education,402,SUCCESS,18-25,36-45,Andhra Pradesh,Axis,SBI,Android,4G,0,15,Sunday,1
TXN0000145819,2024-07-17 10:38:34,Bill Payment,Food,93,SUCCESS,18-25,26-35,Maharashtra,PNB,PNB,Android,4G,0,10,Wednesday,0
TXN0000197992,2024-02-20 00:13:12,P2P,Other,975,SUCCESS,36-45,26-35,Karnataka,Axis,SBI,Android,4G,0,0,Tuesday,0
TXN0000066897,2024-04-02 12:03:25,Bill Payment,Other,692,SUCCESS,26-35,36-45,West Bengal,Yes Bank,Kotak,Android,4G,0,12,Tuesday,0
TXN0000046027,2024-09-15 18:05:17,P2M,Healthcare,673,SUCCESS,18-25,26-35,Maharashtra,SBI,Yes Bank,Android,4G,0,18,Sunday,1
TXN0000002789,2024-04-25 20:57:16,P2P,Utilities,1193,SUCCESS,18-25,26-35,West Bengal,ICICI,Axis,Android,WiFi,0,20,Thursday,0
TXN0000021245,2024-09-19 21:39:29,P2P,Food,298,SUCCESS,18-25,18-25,Karnataka,ICICI,HDFC,Android,4G,0,21,Thursday,0
TXN0000014763,2024-10-20 10:19:31,Recharge,Shopping,2229,SUCCESS,36-45,56+,Karnataka,SBI,HDFC,Android,5G,0,10,Sunday,1
TXN0000042489,2024-07-31 13:43:41,P2P,Grocery,976,SUCCESS,26-35,36-45,West Bengal,IndusInd,SBI,Android,5G,0,13,Wednesday,0
TXN0000146192,2024-09-19 20:02:23,P2M,Fuel,3865,SUCCESS,36-45,26-35,Gujarat,Axis,ICICI,Android,4G,0,20,Thursday,0
TXN0000114576,2024-06-09 22:11:53,P2M,Shopping,4618,SUCCESS,56+,26-35,Andhra Pradesh,ICICI,ICICI,Android,5G,0,22,Sunday,1
TXN0000131278,2024-01-28 21:42:27,P2M,Transport,287,SUCCESS,26-35,26-35,West Bengal,HDFC,HDFC,iOS,4G,0,21,Sunday,1
TXN0000127852,2024-03-18 12:10:33,P2P,Other,145,SUCCESS,46-55,18-25,Maharashtra,SBI,SBI,Android,4G,0,12,Monday,0
TXN0000009319,2024-07-23 10:39:24,P2M,Grocery,554,SUCCESS,26-35,18-25,Maharashtra,SBI,IndusInd,Android,4G,0,10,Tuesday,0
TXN0000036635,2024-03-30 18:11:08,P2M,Fuel,310,SUCCESS,36-45,46-55,Telangana,IndusInd,HDFC,Android,4G,0,18,Saturday,1
TXN0000014812,2024-04-29 07:48:54,P2P,Other,966,SUCCESS,26-35,36-45,West Bengal,ICICI,ICICI,Android,4G,0,7,Monday,0
TXN0000230503,2024-04-22 12:08:33,P2P,Other,211,SUCCESS,36-45,18-25,Maharashtra,Kotak,IndusInd,Android,4G,0,12,Monday,0
TXN0000037418,2024-08-17 22:03:22,P2P,Other,618,SUCCESS,36-45,26-35,Rajasthan,HDFC,ICICI,Android,5G,0,22,Saturday,1
TXN0000020575,2024-10-10 09:42:43,P2P,Food,377,SUCCESS,18-25,36-45,Uttar Pradesh,Axis,Yes Bank,Android,4G,0,9,Thursday,0
TXN0000001840,2024-09-14 03:19:17,P2M,Transport,108,SUCCESS,26-35,26-35,Gujarat,Axis,Axis,Android,4G,0,3,Saturday,1
TXN0000147091,2024-08-04 11:46:03,P2P,Entertainment,542,SUCCESS,26-35,36-45,Uttar Pradesh,IndusInd,HDFC,iOS,WiFi,0,11,Sunday,1
TXN0000145492,2024-01-12 13:28:21,P2P,Education,4680,SUCCESS,26-35,26-35,West Bengal,SBI,Kotak,Android,4G,0,13,Friday,0
TXN0000100812,2024-12-18 15:35:42,P2M,Shopping,1266,SUCCESS,26-35,26-35,West Bengal,SBI,Axis,Android,4G,0,15,Wednesday,0
TXN0000117687,2024-11-03 22:07:45,P2P,Fuel,855,SUCCESS,26-35,18-25,Uttar Pradesh,Kotak,Kotak,Android,4G,0,22,Sunday,1
TXN0000038101,2024-06-27 12:36:51,Bill Payment,Grocery,3101,SUCCESS,26-35,18-25,Karnataka,ICICI,SBI,Android,WiFi,0,12,Thursday,0
TXN0000237824,2024-04-24 19:28:19,P2P,Food,879,SUCCESS,18-25,18-25,Uttar Pradesh,HDFC,HDFC,Android,4G,0,19,Wednesday,0
TXN0000119470,2024-03-09 11:03:09,P2P,Grocery,1554,SUCCESS,18-25,46-55,Uttar Pradesh,Kotak,HDFC,Android,4G,0,11,Saturday,1
TXN0000223785,2024-01-28 18:08:04,Bill Payment,Transport,648,SUCCESS,46-55,46-55,Tamil Nadu,HDFC,Axis,Android,4G,0,18,Sunday,1
TXN0000136451,2024-04-18 15:59:14,Bill Payment,Utilities,1108,SUCCESS,18-25,46-55,Maharashtra,Kotak,IndusInd,Android,4G,0,15,Thursday,0
TXN0000111011,2024-02-26 07:20:06,Recharge,Other,341,FAILED,26-35,18-25,Maharashtra,SBI,SBI,Android,4G,0,7,Monday,0
TXN0000035827,2024-08-26 21:44:27,P2P,Fuel,3490,SUCCESS,36-45,26-35,Maharashtra,SBI,SBI,Android,4G,0,21,Monday,0
TXN0000097560,2024-09-24 22:10:52,P2P,Transport,86,SUCCESS,36-45,36-45,Andhra Pradesh,HDFC,Yes Bank,iOS,5G,0,22,Tuesday,0
TXN0000143216,2024-08-13 22:38:51,P2P,Other,799,SUCCESS,26-35,56+,Karnataka,Yes Bank,PNB,Android,4G,0,22,Tuesday,0
TXN0000168547,2024-01-26 20:04:54,P2P,Transport,443,SUCCESS,36-45,26-35,West Bengal,ICICI,ICICI,iOS,WiFi,0,20,Friday,0
TXN0000100852,2024-11-29 08:40:13,Bill Payment,Other,2128,SUCCESS,18-25,36-45,Tamil Nadu,SBI,IndusInd,Android,4G,0,8,Friday,0
TXN0000067094,2024-02-18 22:34:20,Bill Payment,Transport,379,SUCCESS,36-45,26-35,Delhi,Yes Bank,PNB,Android,4G,0,22,Sunday,1
TXN0000124202,2024-02-17 15:38:50,P2P,Fuel,3034,SUCCESS,18-25,36-45,Gujarat,SBI,IndusInd,Android,WiFi,0,15,Saturday,1
TXN0000132568,2024-04-07 08:12:20,Bill Payment,Entertainment,838,SUCCESS,26-35,36-45,Rajasthan,PNB,SBI,Android,4G,0,8,Sunday,1
TXN0000045969,2024-09-26 12:55:55,P2P,Shopping,1637,SUCCESS,36-45,26-35,Karnataka,HDFC,PNB,Android,4G,0,12,Thursday,0
TXN0000067019,2024-07-17 18:01:56,P2P,Shopping,1745,SUCCESS,26-35,26-35,Gujarat,ICICI,Kotak,Android,WiFi,0,18,Wednesday,0
TXN0000205369,2024-06-17 11:06:05,P2P,Healthcare,161,SUCCESS,18-25,18-25,Rajasthan,SBI,Yes Bank,Android,WiFi,0,11,Monday,0
TXN0000216548,2024-06-11 10:42:52,P2P,Transport,298,SUCCESS,26-35,36-45,Uttar Pradesh,Yes Bank,SBI,Android,4G,0,10,Tuesday,0
TXN0000102692,2024-12-05 12:41:07,P2P,Grocery,1927,SUCCESS,26-35,26-35,West Bengal,HDFC,SBI,Android,5G,0,12,Thursday,0
TXN0000153195,2024-02-15 08:20:34,P2P,Entertainment,112,SUCCESS,36-45,26-35,Delhi,ICICI,SBI,Web,5G,0,8,Thursday,0
TXN0000125484,2024-09-16 20:25:25,Bill Payment,Grocery,885,SUCCESS,56+,18-25,Gujarat,Yes Bank,PNB,Android,4G,0,20,Monday,0
TXN0000247409,2024-04-23 07:16:04,P2M,Grocery,499,SUCCESS,26-35,18-25,Rajasthan,PNB,SBI,iOS,3G,0,7,Tuesday,0
TXN0000172932,2024-02-21 14:04:25,P2P,Food,560,SUCCESS,18-25,36-45,Maharashtra,HDFC,IndusInd,Android,4G,0,14,Wednesday,0
TXN0000051238,2024-12-01 13:32:48,P2P,Other,529,SUCCESS,26-35,26-35,Telangana,SBI,HDFC,Android,4G,0,13,Sunday,1
TXN0000028896,2024-12-25 12:59:32,P2M,Transport,46,SUCCESS,46-55,18-25,Gujarat,HDFC,PNB,Android,4G,0,12,Wednesday,0
TXN0000014632,2024-08-24 10:40:41,P2P,Food,188,SUCCESS,26-35,46-55,Karnataka,ICICI,PNB,iOS,5G,0,10,Saturday,1
TXN0000116555,2024-09-27 11:41:05,P2P,Other,302,FAILED,26-35,36-45,Uttar Pradesh,SBI,SBI,Android,3G,0,11,Friday,0
TXN0000014279,2024-12-26 09:28:20,P2P,Grocery,322,SUCCESS,26-35,46-55,Tamil Nadu,SBI,HDFC,Android,4G,0,9,Thursday,0
TXN0000034827,2024-06-27 16:20:05,P2M,Food,283,SUCCESS,36-45,36-45,Gujarat,Axis,PNB,Android,4G,0,16,Thursday,0
TXN0000234698,2024-09-11 06:24:24,Bill Payment,Food,46,SUCCESS,26-35,46-55,Delhi,HDFC,HDFC,Web,4G,0,6,Wednesday,0
TXN0000249807,2024-04-19 18:08:47,P2P,Transport,166,SUCCESS,26-35,26-35,Uttar Pradesh,HDFC,HDFC,Android,4G,0,18,Friday,0
TXN0000084620,2024-08-26 08:10:12,P2M,Education,1503,SUCCESS,46-55,18-25,Rajasthan,PNB,SBI,Android,4G,0,8,Monday,0
TXN0000171944,2024-09-01 07:18:24,Bill Payment,Other,576,SUCCESS,26-35,36-45,Rajasthan,SBI,PNB,Android,WiFi,0,7,Sunday,1
TXN0000192338,2024-05-30 00:09:56,Bill Payment,Shopping,7702,SUCCESS,26-35,46-55,Karnataka,PNB,PNB,Android,4G,0,0,Thursday,0
TXN0000123062,2024-04-23 16:04:35,Bill Payment,Utilities,2134,SUCCESS,56+,36-45,Karnataka,PNB,ICICI,Android,4G,0,16,Tuesday,0
TXN0000032205,2024-11-27 19:49:21,Bill Payment,Food,878,SUCCESS,26-35,26-35,Karnataka,Kotak,HDFC,iOS,4G,0,19,Wednesday,0
TXN0000071029,2024-12-21 06:59:50,P2M,Fuel,630,SUCCESS,36-45,26-35,Uttar Pradesh,HDFC,HDFC,iOS,5G,0,6,Saturday,1
TXN0000010595,2024-07-22 18:03:23,Bill Payment,Food,138,SUCCESS,36-45,18-25,Karnataka,ICICI,SBI,Android,4G,0,18,Monday,0
TXN0000191917,2024-11-07 17:36:45,P2P,Entertainment,287,SUCCESS,56+,36-45,West Bengal,Axis,Axis,Web,5G,0,17,Thursday,0
TXN0000073637,2024-07-25 13:31:15,P2P,Grocery,1665,SUCCESS,26-35,26-35,West Bengal,SBI,Yes Bank,Android,3G,0,13,Thursday,0
TXN0000237530,2024-01-24 10:33:30,P2M,Other,573,SUCCESS,18-25,18-25,Delhi,ICICI,IndusInd,Web,3G,0,10,Wednesday,0
TXN0000198678,2024-11-16 13:28:21,P2P,Grocery,2173,SUCCESS,26-35,46-55,Tamil Nadu,IndusInd,SBI,Android,5G,0,13,Saturday,1
TXN0000066929,2024-08-21 13:12:43,P2M,Food,229,SUCCESS,56+,18-25,Gujarat,SBI,HDFC,Android,4G,0,13,Wednesday,0
TXN0000240044,2024-08-19 10:42:19,Bill Payment,Grocery,708,SUCCESS,26-35,26-35,Telangana,IndusInd,PNB,Android,4G,0,10,Monday,0
TXN0000015921,2024-12-10 16:30:09,P2M,Shopping,298,FAILED,36-45,26-35,Delhi,SBI,SBI,iOS,4G,0,16,Tuesday,0
TXN0000214516,2024-09-15 15:48:49,P2M,Fuel,670,FAILED,36-45,26-35,Uttar Pradesh,SBI,SBI,Android,4G,0,15,Sunday,1
TXN0000230309,2024-02-13 17:27:50,P2M,Food,192,SUCCESS,26-35,18-25,Uttar Pradesh,PNB,SBI,Android,4G,0,17,Tuesday,0
TXN0000209631,2024-12-25 18:34:37,P2M,Entertainment,232,SUCCESS,18-25,46-55,Tamil Nadu,SBI,Axis,Android,5G,0,18,Wednesday,0
TXN0000119754,2024-12-03 19:59:33,P2M,Fuel,878,SUCCESS,18-25,18-25,West Bengal,ICICI,IndusInd,Android,4G,0,19,Tuesday,0
TXN0000070502,2024-05-17 03:41:41,Bill Payment,Entertainment,693,SUCCESS,26-35,26-35,Tamil Nadu,SBI,SBI,iOS,4G,0,3,Friday,0
TXN0000136603,2024-03-06 16:20:10,P2M,Shopping,1139,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,SBI,Android,5G,0,16,Wednesday,0
TXN0000237084,2024-09-22 19:49:44,P2P,Fuel,601,SUCCESS,36-45,18-25,Rajasthan,Axis,IndusInd,Android,4G,0,19,Sunday,1
TXN0000247424,2024-07-07 16:16:40,P2P,Food,306,SUCCESS,18-25,18-25,Karnataka,PNB,HDFC,Android,4G,0,16,Sunday,1
TXN0000003258,2024-05-07 10:19:28,P2M,Grocery,3115,FAILED,26-35,26-35,Delhi,HDFC,Kotak,Android,4G,0,10,Tuesday,0
TXN0000221891,2024-04-02 11:03:19,P2M,Fuel,1131,SUCCESS,18-25,46-55,Gujarat,SBI,SBI,Web,5G,0,11,Tuesday,0
TXN0000042460,2024-07-12 03:59:04,Bill Payment,Entertainment,1023,SUCCESS,26-35,18-25,Maharashtra,IndusInd,SBI,Android,4G,0,3,Friday,0
TXN0000177765,2024-07-23 16:31:09,P2M,Transport,263,SUCCESS,18-25,26-35,Tamil Nadu,Axis,IndusInd,Android,WiFi,0,16,Tuesday,0
TXN0000130150,2024-10-23 12:34:08,Recharge,Entertainment,373,SUCCESS,18-25,26-35,Maharashtra,HDFC,IndusInd,Android,4G,0,12,Wednesday,0
TXN0000190028,2024-06-30 07:18:28,P2M,Food,1729,SUCCESS,26-35,36-45,Maharashtra,SBI,SBI,Android,WiFi,0,7,Sunday,1
TXN0000138313,2024-12-12 01:35:06,Bill Payment,Shopping,5642,SUCCESS,26-35,26-35,Tamil Nadu,ICICI,Yes Bank,Android,4G,0,1,Thursday,0
TXN0000016908,2024-10-05 23:57:21,Bill Payment,Grocery,1819,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,SBI,Android,5G,0,23,Saturday,1
TXN0000166822,2024-02-22 16:54:22,Bill Payment,Transport,164,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd,SBI,Android,4G,0,16,Thursday,0
TXN0000189560,2024-03-26 14:09:43,P2M,Utilities,3400,SUCCESS,56+,36-45,Tamil Nadu,IndusInd,Kotak,Android,WiFi,0,14,Tuesday,0
TXN0000090864,2024-07-12 12:50:17,P2M,Food,62,SUCCESS,36-45,26-35,Uttar Pradesh,ICICI,SBI,Android,WiFi,0,12,Friday,0
TXN0000056154,2024-10-30 19:13:28,P2M,Other,138,SUCCESS,26-35,18-25,Karnataka,Yes Bank,SBI,Android,4G,0,19,Wednesday,0
TXN0000012925,2024-02-12 11:38:21,Bill Payment,Shopping,389,SUCCESS,36-45,18-25,Uttar Pradesh,Kotak,HDFC,Android,4G,0,11,Monday,0
TXN0000159248,2024-08-21 12:27:54,P2M,Utilities,1039,SUCCESS,26-35,26-35,Delhi,IndusInd,HDFC,Android,4G,0,12,Wednesday,0
TXN0000045411,2024-06-14 11:06:35,P2M,Fuel,344,SUCCESS,18-25,26-35,Karnataka,IndusInd,Yes Bank,iOS,5G,0,11,Friday,0
TXN0000029824,2024-11-07 20:35:28,P2P,Grocery,318,SUCCESS,36-45,46-55,Delhi,ICICI,Kotak,Android,4G,0,20,Thursday,0
TXN0000184136,2024-01-12 21:30:02,P2M,Food,80,SUCCESS,26-35,18-25,Maharashtra,Yes Bank,SBI,Android,4G,0,21,Friday,0
TXN0000026570,2024-08-28 19:55:34,P2P,Fuel,294,SUCCESS,26-35,18-25,Maharashtra,SBI,SBI,Android,4G,0,19,Wednesday,0
TXN0000234757,2024-05-29 12:11:06,P2P,Other,1685,SUCCESS,36-45,26-35,Gujarat,PNB,Yes Bank,Android,4G,0,12,Wednesday,0
TXN0000221358,2024-11-18 09:18:18,P2M,Fuel,3571,SUCCESS,18-25,36-45,Gujarat,Axis,HDFC,Android,4G,0,9,Monday,0
TXN0000236974,2024-10-08 19:28:54,Bill Payment,Fuel,1810,SUCCESS,18-25,18-25,Tamil Nadu,Kotak,Yes Bank,iOS,5G,0,19,Tuesday,0
TXN0000095423,2024-04-06 17:20:05,P2M,Grocery,1015,SUCCESS,36-45,36-45,Delhi,PNB,SBI,Android,5G,0,17,Saturday,1
TXN0000102982,2024-02-26 17:07:13,Bill Payment,Transport,91,SUCCESS,26-35,46-55,Delhi,SBI,ICICI,Android,3G,0,17,Monday,0
TXN0000137872,2024-07-26 11:30:24,P2P,Grocery,1343,SUCCESS,26-35,36-45,Telangana,SBI,SBI,Android,4G,0,11,Friday,0
TXN0000166522,2024-02-14 13:04:07,P2P,Grocery,261,SUCCESS,26-35,36-45,Karnataka,SBI,PNB,iOS,WiFi,0,13,Wednesday,0
TXN0000079604,2024-05-10 05:47:44,Bill Payment,Transport,67,SUCCESS,26-35,56+,Karnataka,IndusInd,Axis,Android,3G,0,5,Friday,0
TXN0000058096,2024-01-30 11:06:23,P2P,Food,227,SUCCESS,36-45,36-45,Karnataka,PNB,PNB,Android,WiFi,0,11,Tuesday,0
TXN0000213852,2024-07-07 21:31:19,P2P,Other,1775,SUCCESS,18-25,26-35,Gujarat,PNB,HDFC,Android,4G,0,21,Sunday,1
TXN0000234302,2024-05-21 17:00:54,P2M,Grocery,91,SUCCESS,18-25,36-45,Uttar Pradesh,SBI,IndusInd,Android,4G,0,17,Tuesday,0
TXN0000178436,2024-05-21 09:21:05,P2P,Shopping,4974,SUCCESS,36-45,36-45,Maharashtra,Kotak,ICICI,Android,WiFi,0,9,Tuesday,0
TXN0000138520,2024-02-27 18:58:54,P2P,Other,3294,SUCCESS,26-35,18-25,Andhra Pradesh,SBI,ICICI,Android,4G,0,18,Tuesday,0
TXN0000125686,2024-07-17 16:25:38,P2M,Entertainment,123,SUCCESS,36-45,36-45,Uttar Pradesh,IndusInd,ICICI,iOS,5G,0,16,Wednesday,0
TXN0000004815,2024-03-25 18:02:23,Bill Payment,Entertainment,287,SUCCESS,26-35,18-25,Tamil Nadu,SBI,HDFC,Android,5G,0,18,Monday,0
TXN0000239234,2024-09-30 02:11:25,P2M,Shopping,3417,SUCCESS,18-25,26-35,Maharashtra,PNB,SBI,Android,4G,0,2,Monday,0
TXN0000053786,2024-12-02 19:35:28,Bill Payment,Entertainment,837,SUCCESS,26-35,46-55,Maharashtra,IndusInd,Kotak,Android,4G,0,19,Monday,0
TXN0000194779,2024-11-05 04:05:36,P2P,Utilities,1808,SUCCESS,26-35,18-25,Delhi,SBI,IndusInd,Android,4G,0,4,Tuesday,0
TXN0000216097,2024-06-03 21:30:46,P2P,Grocery,3523,SUCCESS,26-35,36-45,Andhra Pradesh,SBI,Yes Bank,Android,4G,0,21,Monday,0
TXN0000165694,2024-09-09 13:19:36,P2M,Food,1348,SUCCESS,18-25,18-25,Andhra Pradesh,PNB,SBI,iOS,5G,0,13,Monday,0
TXN0000100995,2024-09-29 21:40:20,Recharge,Transport,132,SUCCESS,18-25,56+,Maharashtra,IndusInd,SBI,iOS,4G,0,21,Sunday,1
TXN0000072102,2024-04-06 09:56:31,P2P,Utilities,4582,SUCCESS,26-35,46-55,Maharashtra,Kotak,Axis,Android,5G,0,9,Saturday,1
TXN0000039028,2024-04-24 19:49:56,P2M,Grocery,800,SUCCESS,46-55,36-45,Karnataka,Axis,Yes Bank,Android,4G,0,19,Wednesday,0
TXN0000248008,2024-04-16 20:19:34,P2P,Food,323,SUCCESS,36-45,36-45,Rajasthan,Kotak,SBI,Android,WiFi,0,20,Tuesday,0
TXN0000024967,2024-01-21 13:04:42,P2P,Grocery,231,SUCCESS,36-45,36-45,Uttar Pradesh,Axis,SBI,iOS,4G,0,13,Sunday,1
TXN0000158097,2024-07-31 10:18:36,Bill Payment,Transport,24,SUCCESS,26-35,18-25,Rajasthan,SBI,SBI,Android,5G,0,10,Wednesday,0
TXN0000068086,2024-03-26 19:46:38,P2P,Food,477,SUCCESS,36-45,36-45,Maharashtra,SBI,HDFC,Android,3G,0,19,Tuesday,0
TXN0000038609,2024-04-23 09:55:24,P2P,Grocery,744,SUCCESS,26-35,46-55,Karnataka,HDFC,SBI,Android,4G,0,9,Tuesday,0
TXN0000048138,2024-03-16 21:01:20,Bill Payment,Grocery,726,SUCCESS,18-25,26-35,Maharashtra,SBI,HDFC,Android,4G,0,21,Saturday,1
TXN0000248381,2024-02-25 19:31:26,P2M,Fuel,6496,SUCCESS,36-45,26-35,Telangana,Yes Bank,SBI,Android,4G,0,19,Sunday,1
TXN0000138592,2024-12-13 19:10:22,P2P,Other,886,SUCCESS,36-45,46-55,Maharashtra,IndusInd,Axis,Android,5G,0,19,Friday,0
TXN0000148462,2024-02-17 09:57:32,P2M,Grocery,752,SUCCESS,36-45,26-35,Andhra Pradesh,ICICI,HDFC,Android,4G,0,9,Saturday,1
TXN0000210648,2024-01-03 14:21:40,P2P,Entertainment,243,SUCCESS,26-35,46-55,Maharashtra,HDFC,HDFC,Web,4G,0,14,Wednesday,0
TXN0000057592,2024-03-05 17:31:31,P2P,Shopping,3846,SUCCESS,36-45,56+,Uttar Pradesh,Yes Bank,SBI,Web,5G,0,17,Tuesday,0
TXN0000248076,2024-01-31 18:04:33,P2P,Shopping,142,SUCCESS,18-25,36-45,Uttar Pradesh,SBI,ICICI,Android,4G,0,18,Wednesday,0
TXN0000025794,2024-04-20 09:27:50,P2M,Healthcare,254,SUCCESS,18-25,18-25,West Bengal,Axis,Yes Bank,Android,4G,0,9,Saturday,1
TXN0000059754,2024-10-19 18:11:36,P2M,Transport,110,SUCCESS,36-45,36-45,Karnataka,Kotak,HDFC,Android,5G,0,18,Saturday,1
TXN0000143427,2024-04-01 16:01:21,P2M,Grocery,3700,SUCCESS,36-45,46-55,Telangana,HDFC,HDFC,Android,5G,0,16,Monday,0
TXN0000181838,2024-02-29 20:30:13,P2P,Food,714,SUCCESS,36-45,26-35,Maharashtra,IndusInd,PNB,Android,3G,0,20,Thursday,0
TXN0000110554,2024-11-04 19:50:05,P2P,Other,1365,SUCCESS,18-25,36-45,Maharashtra,PNB,HDFC,Android,5G,0,19,Monday,0
TXN0000007690,2024-11-03 19:36:55,P2P,Grocery,1135,SUCCESS,18-25,26-35,Delhi,IndusInd,SBI,Android,4G,0,19,Sunday,1
TXN0000241364,2024-05-24 10:23:45,P2P,Other,353,SUCCESS,26-35,56+,Uttar Pradesh,ICICI,ICICI,Android,5G,0,10,Friday,0
TXN0000181707,2024-04-08 12:52:04,P2P,Grocery,689,SUCCESS,46-55,26-35,Delhi,Axis,HDFC,Android,4G,0,12,Monday,0
TXN0000111917,2024-05-14 21:54:16,P2P,Utilities,441,SUCCESS,36-45,26-35,Maharashtra,Axis,SBI,iOS,WiFi,0,21,Tuesday,0
TXN0000042078,2024-10-02 19:48:38,P2P,Grocery,2090,SUCCESS,18-25,26-35,Telangana,Axis,SBI,Android,5G,0,19,Wednesday,0
TXN0000129419,2024-01-12 20:40:37,P2P,Other,1237,SUCCESS,26-35,56+,Rajasthan,PNB,Axis,Android,WiFi,0,20,Friday,0
TXN0000040751,2024-11-01 02:07:02,Bill Payment,Shopping,1140,SUCCESS,26-35,26-35,Telangana,IndusInd,SBI,Android,WiFi,0,2,Friday,0
TXN0000210451,2024-05-07 12:27:52,P2P,Grocery,105,SUCCESS,18-25,36-45,Karnataka,SBI,SBI,Android,4G,0,12,Tuesday,0
TXN0000160521,2024-04-17 18:57:27,P2M,Food,211,FAILED,26-35,36-45,Delhi,SBI,Yes Bank,iOS,5G,0,18,Wednesday,0
TXN0000164209,2024-02-16 20:24:00,P2P,Grocery,199,SUCCESS,18-25,18-25,West Bengal,Axis,IndusInd,Android,4G,0,20,Friday,0
